State,Currency,Year,Median Income/Standard Error,USD$
Colorado,CURRENT DOLLARS,1995 ,"Median
income",40706
Colorado,CURRENT DOLLARS,1995 ,"Standard
error",1552
Colorado,CURRENT DOLLARS,1999 ,"Median
income",48177
Colorado,CURRENT DOLLARS,1999 ,"Standard
error",1483
Colorado,CURRENT DOLLARS,2000 ,"Median
income",48240
Colorado,CURRENT DOLLARS,2000 ,"Standard
error",1237
Colorado,CURRENT DOLLARS,2004,"Median
income",50886
Colorado,CURRENT DOLLARS,2004,"Standard
error",1590
Colorado,CURRENT DOLLARS,2009 ,"Median
income",55930
Colorado,CURRENT DOLLARS,2009 ,"Standard
error",1595
Colorado,CURRENT DOLLARS,2010 ,"Median
income",60233
Colorado,CURRENT DOLLARS,2010 ,"Standard
error",2481
Colorado,CURRENT DOLLARS,2013 ,"Median
income",63371
Colorado,CURRENT DOLLARS,2013 ,"Standard
error",2800
Colorado,CURRENT DOLLARS,2013 ,"Median
income",67912
Colorado,CURRENT DOLLARS,2013 ,"Standard
error",4129
Connecticut,CURRENT DOLLARS,1986,"Median
income",32721
Connecticut,CURRENT DOLLARS,1986,"Standard
error",1605
Connecticut,CURRENT DOLLARS,1988,"Median
income",36213
Connecticut,CURRENT DOLLARS,1988,"Standard
error",1293
Connecticut,CURRENT DOLLARS,1989,"Median
income",42321
Connecticut,CURRENT DOLLARS,1989,"Standard
error",1592
Connecticut,CURRENT DOLLARS,1990,"Median
income",38870
Connecticut,CURRENT DOLLARS,1990,"Standard
error",2097
Connecticut,CURRENT DOLLARS,1991,"Median
income",42154
Connecticut,CURRENT DOLLARS,1991,"Standard
error",1944
Connecticut,CURRENT DOLLARS,1996,"Median
income",42119
Connecticut,CURRENT DOLLARS,1996,"Standard
error",3087
Connecticut,CURRENT DOLLARS,1997,"Median
income",43985
Connecticut,CURRENT DOLLARS,1997,"Standard
error",1989
Connecticut,CURRENT DOLLARS,1998,"Median
income",46508
Connecticut,CURRENT DOLLARS,1998,"Standard
error",2728
Connecticut,CURRENT DOLLARS,2001,"Median
income",53347
Connecticut,CURRENT DOLLARS,2001,"Standard
error",1240
Connecticut,CURRENT DOLLARS,2002,"Median
income",53387
Connecticut,CURRENT DOLLARS,2002,"Standard
error",1370
Connecticut,CURRENT DOLLARS,2003,"Median
income",54965
Connecticut,CURRENT DOLLARS,2003,"Standard
error",1561
Connecticut,CURRENT DOLLARS,2005,"Median
income",56835
Connecticut,CURRENT DOLLARS,2005,"Standard
error",1633
Connecticut,CURRENT DOLLARS,2006,"Median
income",62404
Connecticut,CURRENT DOLLARS,2006,"Standard
error",2162
Connecticut,CURRENT DOLLARS,2007,"Median
income",64141
Connecticut,CURRENT DOLLARS,2007,"Standard
error",2049
Connecticut,CURRENT DOLLARS,2008,"Median
income",64682
Connecticut,CURRENT DOLLARS,2008,"Standard
error",2701
Connecticut,CURRENT DOLLARS,2011,"Median
income",65415
Connecticut,CURRENT DOLLARS,2011,"Standard
error",3014
Connecticut,CURRENT DOLLARS,2012,"Median
income",64247
Connecticut,CURRENT DOLLARS,2012,"Standard
error",2853
Connecticut,CURRENT DOLLARS,2014,"Median
income",70161
Connecticut,CURRENT DOLLARS,2014,"Standard
error",2665
Connecticut,CURRENT DOLLARS,2015,"Median
income",72889
Connecticut,CURRENT DOLLARS,2015,"Standard
error",4449
Connecticut,CURRENT DOLLARS,2016,"Median
income",75923
Connecticut,CURRENT DOLLARS,2016,"Standard
error",3404
Connecticut,CURRENT DOLLARS,2017,"Median
income",72780
Connecticut,CURRENT DOLLARS,2017,"Standard
error",3509
Connecticut,CURRENT DOLLARS,1984 ,"Median
income",29951
Connecticut,CURRENT DOLLARS,1984 ,"Standard
error",1238
Connecticut,CURRENT DOLLARS,1985 ,"Median
income",31090
Connecticut,CURRENT DOLLARS,1985 ,"Standard
error",1129
Connecticut,CURRENT DOLLARS,1987 ,"Median
income",32862
Connecticut,CURRENT DOLLARS,1987 ,"Standard
error",1362
Connecticut,CURRENT DOLLARS,1992 ,"Median
income",40841
Connecticut,CURRENT DOLLARS,1992 ,"Standard
error",1972
Connecticut,CURRENT DOLLARS,1993 ,"Median
income",39516
Connecticut,CURRENT DOLLARS,1993 ,"Standard
error",1660
Connecticut,CURRENT DOLLARS,1994 ,"Median
income",41097
Connecticut,CURRENT DOLLARS,1994 ,"Standard
error",1595
Connecticut,CURRENT DOLLARS,1995 ,"Median
income",40243
Connecticut,CURRENT DOLLARS,1995 ,"Standard
error",2269
Connecticut,CURRENT DOLLARS,1999 ,"Median
income",50593
Connecticut,CURRENT DOLLARS,1999 ,"Standard
error",2296
Connecticut,CURRENT DOLLARS,2000 ,"Median
income",50172
Connecticut,CURRENT DOLLARS,2000 ,"Standard
error",1357
Connecticut,CURRENT DOLLARS,2004,"Median
income",55100
Connecticut,CURRENT DOLLARS,2004,"Standard
error",1648
Connecticut,CURRENT DOLLARS,2009 ,"Median
income",64851
Connecticut,CURRENT DOLLARS,2009 ,"Standard
error",2308
Connecticut,CURRENT DOLLARS,2010 ,"Median
income",65998
Connecticut,CURRENT DOLLARS,2010 ,"Standard
error",2095
Connecticut,CURRENT DOLLARS,2013 ,"Median
income",67781
Connecticut,CURRENT DOLLARS,2013 ,"Standard
error",2547
Connecticut,CURRENT DOLLARS,2013 ,"Median
income",69291
Connecticut,CURRENT DOLLARS,2013 ,"Standard
error",3238
Delaware,CURRENT DOLLARS,1986,"Median
income",25626
Delaware,CURRENT DOLLARS,1986,"Standard
error",1212
Delaware,CURRENT DOLLARS,1988,"Median
income",30505
Delaware,CURRENT DOLLARS,1988,"Standard
error",1167
Delaware,CURRENT DOLLARS,1989,"Median
income",32068
Delaware,CURRENT DOLLARS,1989,"Standard
error",1133
Delaware,CURRENT DOLLARS,1990,"Median
income",30804
Delaware,CURRENT DOLLARS,1990,"Standard
error",1113
Delaware,CURRENT DOLLARS,1991,"Median
income",32585
Delaware,CURRENT DOLLARS,1991,"Standard
error",1111
Delaware,CURRENT DOLLARS,1996,"Median
income",39309
Delaware,CURRENT DOLLARS,1996,"Standard
error",1402
Delaware,CURRENT DOLLARS,1997,"Median
income",43033
Delaware,CURRENT DOLLARS,1997,"Standard
error",2062
Delaware,CURRENT DOLLARS,1998,"Median
income",41458
Delaware,CURRENT DOLLARS,1998,"Standard
error",1753
Delaware,CURRENT DOLLARS,2001,"Median
income",49602
Delaware,CURRENT DOLLARS,2001,"Standard
error",1468
Delaware,CURRENT DOLLARS,2002,"Median
income",49650
Delaware,CURRENT DOLLARS,2002,"Standard
error",1685
Delaware,CURRENT DOLLARS,2003,"Median
income",49019
Delaware,CURRENT DOLLARS,2003,"Standard
error",1378
Delaware,CURRENT DOLLARS,2005,"Median
income",51235
Delaware,CURRENT DOLLARS,2005,"Standard
error",1076
Delaware,CURRENT DOLLARS,2006,"Median
income",52438
Delaware,CURRENT DOLLARS,2006,"Standard
error",1730
Delaware,CURRENT DOLLARS,2007,"Median
income",54589
Delaware,CURRENT DOLLARS,2007,"Standard
error",2159
Delaware,CURRENT DOLLARS,2008,"Median
income",50702
Delaware,CURRENT DOLLARS,2008,"Standard
error",1388
Delaware,CURRENT DOLLARS,2011,"Median
income",54660
Delaware,CURRENT DOLLARS,2011,"Standard
error",1745
Delaware,CURRENT DOLLARS,2012,"Median
income",48972
Delaware,CURRENT DOLLARS,2012,"Standard
error",1976
Delaware,CURRENT DOLLARS,2014,"Median
income",57522
Delaware,CURRENT DOLLARS,2014,"Standard
error",2970
Delaware,CURRENT DOLLARS,2015,"Median
income",57756
Delaware,CURRENT DOLLARS,2015,"Standard
error",3392
Delaware,CURRENT DOLLARS,2016,"Median
income",58046
Delaware,CURRENT DOLLARS,2016,"Standard
error",2992
Delaware,CURRENT DOLLARS,2017,"Median
income",62318
Delaware,CURRENT DOLLARS,2017,"Standard
error",3300
Delaware,CURRENT DOLLARS,1984 ,"Median
income",25819
Delaware,CURRENT DOLLARS,1984 ,"Standard
error",1027
Delaware,CURRENT DOLLARS,1985 ,"Median
income",22980
Delaware,CURRENT DOLLARS,1985 ,"Standard
error",1366
Delaware,CURRENT DOLLARS,1987 ,"Median
income",29244
Delaware,CURRENT DOLLARS,1987 ,"Standard
error",875
Delaware,CURRENT DOLLARS,1992 ,"Median
income",35678
Delaware,CURRENT DOLLARS,1992 ,"Standard
error",1393
Delaware,CURRENT DOLLARS,1993 ,"Median
income",36064
Delaware,CURRENT DOLLARS,1993 ,"Standard
error",849
Delaware,CURRENT DOLLARS,1994 ,"Median
income",35873
Delaware,CURRENT DOLLARS,1994 ,"Standard
error",1191
Delaware,CURRENT DOLLARS,1995 ,"Median
income",34928
Delaware,CURRENT DOLLARS,1995 ,"Standard
error",1848
Delaware,CURRENT DOLLARS,1999 ,"Median
income",46628
Delaware,CURRENT DOLLARS,1999 ,"Standard
error",2281
Delaware,CURRENT DOLLARS,2000 ,"Median
income",50365
Delaware,CURRENT DOLLARS,2000 ,"Standard
error",1508
Delaware,CURRENT DOLLARS,2004,"Median
income",48049
Delaware,CURRENT DOLLARS,2004,"Standard
error",1421
Delaware,CURRENT DOLLARS,2009 ,"Median
income",52114
Delaware,CURRENT DOLLARS,2009 ,"Standard
error",1781
Delaware,CURRENT DOLLARS,2010 ,"Median
income",55214
Delaware,CURRENT DOLLARS,2010 ,"Standard
error",2255
Delaware,CURRENT DOLLARS,2013 ,"Median
income",52219
Delaware,CURRENT DOLLARS,2013 ,"Standard
error",2486
Delaware,CURRENT DOLLARS,2013 ,"Median
income",54091
Delaware,CURRENT DOLLARS,2013 ,"Standard
error",4350
D.C.,CURRENT DOLLARS,1986,"Median
income",24322
D.C.,CURRENT DOLLARS,1986,"Standard
error",1252
D.C.,CURRENT DOLLARS,1988,"Median
income",26741
D.C.,CURRENT DOLLARS,1988,"Standard
error",748
D.C.,CURRENT DOLLARS,1989,"Median
income",26752
D.C.,CURRENT DOLLARS,1989,"Standard
error",1015
D.C.,CURRENT DOLLARS,1990,"Median
income",27392
D.C.,CURRENT DOLLARS,1990,"Standard
error",1562
D.C.,CURRENT DOLLARS,1991,"Median
income",29885
D.C.,CURRENT DOLLARS,1991,"Standard
error",1903
D.C.,CURRENT DOLLARS,1996,"Median
income",31966
D.C.,CURRENT DOLLARS,1996,"Standard
error",1578
D.C.,CURRENT DOLLARS,1997,"Median
income",31860
D.C.,CURRENT DOLLARS,1997,"Standard
error",984
D.C.,CURRENT DOLLARS,1998,"Median
income",33433
D.C.,CURRENT DOLLARS,1998,"Standard
error",1311
D.C.,CURRENT DOLLARS,2001,"Median
income",41169
D.C.,CURRENT DOLLARS,2001,"Standard
error",1023
D.C.,CURRENT DOLLARS,2002,"Median
income",39070
D.C.,CURRENT DOLLARS,2002,"Standard
error",995
D.C.,CURRENT DOLLARS,2003,"Median
income",45044
D.C.,CURRENT DOLLARS,2003,"Standard
error",1418
D.C.,CURRENT DOLLARS,2005,"Median
income",44993
D.C.,CURRENT DOLLARS,2005,"Standard
error",2167
D.C.,CURRENT DOLLARS,2006,"Median
income",48477
D.C.,CURRENT DOLLARS,2006,"Standard
error",1679
D.C.,CURRENT DOLLARS,2007,"Median
income",50783
D.C.,CURRENT DOLLARS,2007,"Standard
error",1097
D.C.,CURRENT DOLLARS,2008,"Median
income",55590
D.C.,CURRENT DOLLARS,2008,"Standard
error",1763
D.C.,CURRENT DOLLARS,2011,"Median
income",55251
D.C.,CURRENT DOLLARS,2011,"Standard
error",2109
D.C.,CURRENT DOLLARS,2012,"Median
income",65246
D.C.,CURRENT DOLLARS,2012,"Standard
error",3671
D.C.,CURRENT DOLLARS,2014,"Median
income",68277
D.C.,CURRENT DOLLARS,2014,"Standard
error",4402
D.C.,CURRENT DOLLARS,2015,"Median
income",70071
D.C.,CURRENT DOLLARS,2015,"Standard
error",2861
D.C.,CURRENT DOLLARS,2016,"Median
income",70982
D.C.,CURRENT DOLLARS,2016,"Standard
error",2734
D.C.,CURRENT DOLLARS,2017,"Median
income",83382
D.C.,CURRENT DOLLARS,2017,"Standard
error",3319
D.C.,CURRENT DOLLARS,1984 ,"Median
income",20408
D.C.,CURRENT DOLLARS,1984 ,"Standard
error",860
D.C.,CURRENT DOLLARS,1985 ,"Median
income",21076
D.C.,CURRENT DOLLARS,1985 ,"Standard
error",756
D.C.,CURRENT DOLLARS,1987 ,"Median
income",27455
D.C.,CURRENT DOLLARS,1987 ,"Standard
error",1285
D.C.,CURRENT DOLLARS,1992 ,"Median
income",30247
D.C.,CURRENT DOLLARS,1992 ,"Standard
error",1124
D.C.,CURRENT DOLLARS,1993 ,"Median
income",27304
D.C.,CURRENT DOLLARS,1993 ,"Standard
error",1726
D.C.,CURRENT DOLLARS,1994 ,"Median
income",30116
D.C.,CURRENT DOLLARS,1994 ,"Standard
error",1107
D.C.,CURRENT DOLLARS,1995 ,"Median
income",30748
D.C.,CURRENT DOLLARS,1995 ,"Standard
error",1182
D.C.,CURRENT DOLLARS,1999 ,"Median
income",38670
D.C.,CURRENT DOLLARS,1999 ,"Standard
error",1599
D.C.,CURRENT DOLLARS,2000 ,"Median
income",41222
D.C.,CURRENT DOLLARS,2000 ,"Standard
error",1072
D.C.,CURRENT DOLLARS,2004,"Median
income",43451
D.C.,CURRENT DOLLARS,2004,"Standard
error",1864
D.C.,CURRENT DOLLARS,2009 ,"Median
income",53141
D.C.,CURRENT DOLLARS,2009 ,"Standard
error",2088
D.C.,CURRENT DOLLARS,2010 ,"Median
income",56928
D.C.,CURRENT DOLLARS,2010 ,"Standard
error",3333
D.C.,CURRENT DOLLARS,2013 ,"Median
income",60675
D.C.,CURRENT DOLLARS,2013 ,"Standard
error",3082
D.C.,CURRENT DOLLARS,2013 ,"Median
income",60057
D.C.,CURRENT DOLLARS,2013 ,"Standard
error",5529
Florida,CURRENT DOLLARS,1986,"Median
income",22849
Florida,CURRENT DOLLARS,1986,"Standard
error",540
Florida,CURRENT DOLLARS,1988,"Median
income",25406
Florida,CURRENT DOLLARS,1988,"Standard
error",475
Florida,CURRENT DOLLARS,1989,"Median
income",26085
Florida,CURRENT DOLLARS,1989,"Standard
error",475
Florida,CURRENT DOLLARS,1990,"Median
income",26685
Florida,CURRENT DOLLARS,1990,"Standard
error",454
Florida,CURRENT DOLLARS,1991,"Median
income",27252
Florida,CURRENT DOLLARS,1991,"Standard
error",475
Florida,CURRENT DOLLARS,1996,"Median
income",30641
Florida,CURRENT DOLLARS,1996,"Standard
error",513
Florida,CURRENT DOLLARS,1997,"Median
income",32455
Florida,CURRENT DOLLARS,1997,"Standard
error",583
Florida,CURRENT DOLLARS,1998,"Median
income",34909
Florida,CURRENT DOLLARS,1998,"Standard
error",767
Florida,CURRENT DOLLARS,2001,"Median
income",36421
Florida,CURRENT DOLLARS,2001,"Standard
error",417
Florida,CURRENT DOLLARS,2002,"Median
income",38024
Florida,CURRENT DOLLARS,2002,"Standard
error",828
Florida,CURRENT DOLLARS,2003,"Median
income",38972
Florida,CURRENT DOLLARS,2003,"Standard
error",759
Florida,CURRENT DOLLARS,2005,"Median
income",42990
Florida,CURRENT DOLLARS,2005,"Standard
error",810
Florida,CURRENT DOLLARS,2006,"Median
income",45676
Florida,CURRENT DOLLARS,2006,"Standard
error",629
Florida,CURRENT DOLLARS,2007,"Median
income",45794
Florida,CURRENT DOLLARS,2007,"Standard
error",570
Florida,CURRENT DOLLARS,2008,"Median
income",44857
Florida,CURRENT DOLLARS,2008,"Standard
error",858
Florida,CURRENT DOLLARS,2011,"Median
income",45105
Florida,CURRENT DOLLARS,2011,"Standard
error",1138
Florida,CURRENT DOLLARS,2012,"Median
income",46071
Florida,CURRENT DOLLARS,2012,"Standard
error",1110
Florida,CURRENT DOLLARS,2014,"Median
income",46140
Florida,CURRENT DOLLARS,2014,"Standard
error",950
Florida,CURRENT DOLLARS,2015,"Median
income",48825
Florida,CURRENT DOLLARS,2015,"Standard
error",1395
Florida,CURRENT DOLLARS,2016,"Median
income",51176
Florida,CURRENT DOLLARS,2016,"Standard
error",835
Florida,CURRENT DOLLARS,2017,"Median
income",53681
Florida,CURRENT DOLLARS,2017,"Standard
error",1816
Florida,CURRENT DOLLARS,1984 ,"Median
income",19785
Florida,CURRENT DOLLARS,1984 ,"Standard
error",468
Florida,CURRENT DOLLARS,1985 ,"Median
income",21343
Florida,CURRENT DOLLARS,1985 ,"Standard
error",437
Florida,CURRENT DOLLARS,1987 ,"Median
income",24489
Florida,CURRENT DOLLARS,1987 ,"Standard
error",476
Florida,CURRENT DOLLARS,1992 ,"Median
income",27349
Florida,CURRENT DOLLARS,1992 ,"Standard
error",526
Florida,CURRENT DOLLARS,1993 ,"Median
income",28550
Florida,CURRENT DOLLARS,1993 ,"Standard
error",707
Florida,CURRENT DOLLARS,1994 ,"Median
income",29294
Florida,CURRENT DOLLARS,1994 ,"Standard
error",632
Florida,CURRENT DOLLARS,1995 ,"Median
income",29745
Florida,CURRENT DOLLARS,1995 ,"Standard
error",612
Florida,CURRENT DOLLARS,1999 ,"Median
income",35831
Florida,CURRENT DOLLARS,1999 ,"Standard
error",627
Florida,CURRENT DOLLARS,2000 ,"Median
income",38856
Florida,CURRENT DOLLARS,2000 ,"Standard
error",743
Florida,CURRENT DOLLARS,2004,"Median
income",40535
Florida,CURRENT DOLLARS,2004,"Standard
error",632
Florida,CURRENT DOLLARS,2009 ,"Median
income",45631
Florida,CURRENT DOLLARS,2009 ,"Standard
error",706
Florida,CURRENT DOLLARS,2010 ,"Median
income",44066
Florida,CURRENT DOLLARS,2010 ,"Standard
error",1544
Florida,CURRENT DOLLARS,2013 ,"Median
income",47886
Florida,CURRENT DOLLARS,2013 ,"Standard
error",1573
Florida,CURRENT DOLLARS,2013 ,"Median
income",48532
Florida,CURRENT DOLLARS,2013 ,"Standard
error",2815
Georgia,CURRENT DOLLARS,1986,"Median
income",24370
Georgia,CURRENT DOLLARS,1986,"Standard
error",1112
Georgia,CURRENT DOLLARS,1988,"Median
income",26566
Georgia,CURRENT DOLLARS,1988,"Standard
error",896
Georgia,CURRENT DOLLARS,1989,"Median
income",27542
Georgia,CURRENT DOLLARS,1989,"Standard
error",1021
Georgia,CURRENT DOLLARS,1990,"Median
income",27561
Georgia,CURRENT DOLLARS,1990,"Standard
error",1186
Georgia,CURRENT DOLLARS,1991,"Median
income",27212
Georgia,CURRENT DOLLARS,1991,"Standard
error",1088
Georgia,CURRENT DOLLARS,1996,"Median
income",32496
Georgia,CURRENT DOLLARS,1996,"Standard
error",1666
Georgia,CURRENT DOLLARS,1997,"Median
income",36663
Georgia,CURRENT DOLLARS,1997,"Standard
error",916
Georgia,CURRENT DOLLARS,1998,"Median
income",38665
Georgia,CURRENT DOLLARS,1998,"Standard
error",1179
Georgia,CURRENT DOLLARS,2001,"Median
income",42576
Georgia,CURRENT DOLLARS,2001,"Standard
error",1073
Georgia,CURRENT DOLLARS,2002,"Median
income",42939
Georgia,CURRENT DOLLARS,2002,"Standard
error",1107
Georgia,CURRENT DOLLARS,2003,"Median
income",42438
Georgia,CURRENT DOLLARS,2003,"Standard
error",979
Georgia,CURRENT DOLLARS,2005,"Median
income",45926
Georgia,CURRENT DOLLARS,2005,"Standard
error",838
Georgia,CURRENT DOLLARS,2006,"Median
income",49344
Georgia,CURRENT DOLLARS,2006,"Standard
error",1210
Georgia,CURRENT DOLLARS,2007,"Median
income",48641
Georgia,CURRENT DOLLARS,2007,"Standard
error",1078
Georgia,CURRENT DOLLARS,2008,"Median
income",46227
Georgia,CURRENT DOLLARS,2008,"Standard
error",1164
Georgia,CURRENT DOLLARS,2011,"Median
income",45973
Georgia,CURRENT DOLLARS,2011,"Standard
error",2483
Georgia,CURRENT DOLLARS,2012,"Median
income",48121
Georgia,CURRENT DOLLARS,2012,"Standard
error",1504
Georgia,CURRENT DOLLARS,2014,"Median
income",49555
Georgia,CURRENT DOLLARS,2014,"Standard
error",2009
Georgia,CURRENT DOLLARS,2015,"Median
income",50768
Georgia,CURRENT DOLLARS,2015,"Standard
error",1401
Georgia,CURRENT DOLLARS,2016,"Median
income",53527
Georgia,CURRENT DOLLARS,2016,"Standard
error",1679
Georgia,CURRENT DOLLARS,2017,"Median
income",57016
Georgia,CURRENT DOLLARS,2017,"Standard
error",2434
Georgia,CURRENT DOLLARS,1984 ,"Median
income",19984
Georgia,CURRENT DOLLARS,1984 ,"Standard
error",815
Georgia,CURRENT DOLLARS,1985 ,"Median
income",21049
Georgia,CURRENT DOLLARS,1985 ,"Standard
error",788
Georgia,CURRENT DOLLARS,1987 ,"Median
income",26714
Georgia,CURRENT DOLLARS,1987 ,"Standard
error",1380
Georgia,CURRENT DOLLARS,1992 ,"Median
income",28797
Georgia,CURRENT DOLLARS,1992 ,"Standard
error",1228
Georgia,CURRENT DOLLARS,1993 ,"Median
income",31663
Georgia,CURRENT DOLLARS,1993 ,"Standard
error",1254
Georgia,CURRENT DOLLARS,1994 ,"Median
income",31467
Georgia,CURRENT DOLLARS,1994 ,"Standard
error",1238
Georgia,CURRENT DOLLARS,1995 ,"Median
income",34099
Georgia,CURRENT DOLLARS,1995 ,"Standard
error",897
Georgia,CURRENT DOLLARS,1999 ,"Median
income",39425
Georgia,CURRENT DOLLARS,1999 ,"Standard
error",1355
Georgia,CURRENT DOLLARS,2000 ,"Median
income",41901
Georgia,CURRENT DOLLARS,2000 ,"Standard
error",831
Georgia,CURRENT DOLLARS,2004,"Median
income",40984
Georgia,CURRENT DOLLARS,2004,"Standard
error",618
Georgia,CURRENT DOLLARS,2009 ,"Median
income",43340
Georgia,CURRENT DOLLARS,2009 ,"Standard
error",1256
Georgia,CURRENT DOLLARS,2010 ,"Median
income",44117
Georgia,CURRENT DOLLARS,2010 ,"Standard
error",1822
Georgia,CURRENT DOLLARS,2013 ,"Median
income",47439
Georgia,CURRENT DOLLARS,2013 ,"Standard
error",1959
Georgia,CURRENT DOLLARS,2013 ,"Median
income",46992
Georgia,CURRENT DOLLARS,2013 ,"Standard
error",4236
Hawaii,CURRENT DOLLARS,1986,"Median
income",29003
Hawaii,CURRENT DOLLARS,1986,"Standard
error",1206
Hawaii,CURRENT DOLLARS,1988,"Median
income",33024
Hawaii,CURRENT DOLLARS,1988,"Standard
error",1482
Hawaii,CURRENT DOLLARS,1989,"Median
income",35035
Hawaii,CURRENT DOLLARS,1989,"Standard
error",1328
Hawaii,CURRENT DOLLARS,1990,"Median
income",38921
Hawaii,CURRENT DOLLARS,1990,"Standard
error",1414
Hawaii,CURRENT DOLLARS,1991,"Median
income",37246
Hawaii,CURRENT DOLLARS,1991,"Standard
error",1630
Hawaii,CURRENT DOLLARS,1996,"Median
income",41772
Hawaii,CURRENT DOLLARS,1996,"Standard
error",1893
Hawaii,CURRENT DOLLARS,1997,"Median
income",40934
Hawaii,CURRENT DOLLARS,1997,"Standard
error",1399
Hawaii,CURRENT DOLLARS,1998,"Median
income",40827
Hawaii,CURRENT DOLLARS,1998,"Standard
error",2369
Hawaii,CURRENT DOLLARS,2001,"Median
income",47439
Hawaii,CURRENT DOLLARS,2001,"Standard
error",1256
Hawaii,CURRENT DOLLARS,2002,"Median
income",47303
Hawaii,CURRENT DOLLARS,2002,"Standard
error",1371
Hawaii,CURRENT DOLLARS,2003,"Median
income",51834
Hawaii,CURRENT DOLLARS,2003,"Standard
error",1332
